Start Date,Start Time,Date,Time,Miles,Purpose,Income source,From,To,Notes,Original_File
1/11/24,3:02:39 PM,1/11/24,3:06:51 PM,1,b,,"15600 Country Club Dr, Mill Creek, WA 98012, USA","15600 Country Club Dr, Mill Creek, WA 98012, USA",2013 Toyota Prius (New),business_personal_trip_log_01_11_2024_12_00am_PST-01_12_2024_12_00am_PST.csv
1/11/24,3:19:51 PM,1/11/24,3:22:14 PM,1,b,,"15600 Country Club Dr, Mill Creek, WA 98012, USA","1110 164th St SE, Mill Creek, WA 98012, USA",2013 Toyota Prius (New),business_personal_trip_log_01_11_2024_12_00am_PST-01_12_2024_12_00am_PST.csv
1/11/24,3:24:14 PM,1/11/24,3:34:00 PM,3.1,b,,"605 164th St SE, Bothell, WA 98012, USA","20019 6 W, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_01_11_2024_12_00am_PST-01_12_2024_12_00am_PST.csv
1/12/24,11:16:19 AM,1/12/24,11:33:11 AM,8,p,,"20019 6 W, Lynnwood, WA 98036, USA","10601 47th Pl W, Mukilteo, WA 98275, USA",2013 Toyota Prius (New),business_personal_trip_log_01_12_2024_12_00am_PST-01_13_2024_12_00am_PST.csv
1/12/24,1:24:49 PM,1/12/24,1:52:54 PM,8,p,,"10601 47th Pl W, Mukilteo, WA 98275, USA","19410 36th Ave W, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_01_12_2024_12_00am_PST-01_13_2024_12_00am_PST.csv
1/12/24,1:59:17 PM,1/12/24,2:07:57 PM,3.1,p,,"19410 36th Ave W, Lynnwood, WA 98036, USA","20019 6 W, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_01_12_2024_12_00am_PST-01_13_2024_12_00am_PST.csv
1/12/24,2:32:27 PM,1/12/24,2:40:07 PM,3,b,,"20019 6 W, Lynnwood, WA 98036, USA","19401 Alderwood Mall Pkwy, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_01_12_2024_12_00am_PST-01_13_2024_12_00am_PST.csv
1/12/24,2:59:40 PM,1/12/24,3:25:37 PM,9,b,,"19401 Alderwood Mall Pkwy, Lynnwood, WA 98036, USA","1000 SE Everett Mall Way, Everett, WA 98208, USA",2013 Toyota Prius (New),business_personal_trip_log_01_12_2024_12_00am_PST-01_13_2024_12_00am_PST.csv
1/12/24,3:29:13 PM,1/12/24,3:49:27 PM,10.09,b,,"1000 SE Everett Mall Way, Everett, WA 98208, USA","8915 Market Pl, Lake Stevens, WA 98258, USA",2013 Toyota Prius (New),business_personal_trip_log_01_12_2024_12_00am_PST-01_13_2024_12_00am_PST.csv
1/12/24,4:05:08 PM,1/12/24,4:19:16 PM,2,b,,"8915 Market Pl, Lake Stevens, WA 98258, USA","8104 10th Pl NE, Lake Stevens, WA 98258, USA",2013 Toyota Prius (New),business_personal_trip_log_01_12_2024_12_00am_PST-01_13_2024_12_00am_PST.csv
1/12/24,4:24:59 PM,1/12/24,4:31:46 PM,1,b,,"8104 10th Pl NE, Lake Stevens, WA 98258, USA","8320 10th Pl NE, Lake Stevens, WA 98258, USA",2013 Toyota Prius (New),business_personal_trip_log_01_12_2024_12_00am_PST-01_13_2024_12_00am_PST.csv
1/12/24,4:34:50 PM,1/12/24,6:22:04 PM,51.11,b,,"8323 9th Pl NE, Lake Stevens, WA 98258, USA","20019 6 W, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_01_12_2024_12_00am_PST-01_13_2024_12_00am_PST.csv
1/13/24,1:25:53 PM,1/13/24,1:34:21 PM,3.01,p,,"20019 6 W, Lynnwood, WA 98036, USA","3100 196th St SW, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_01_13_2024_12_00am_PST-01_14_2024_12_00am_PST.csv
1/13/24,2:27:55 PM,1/13/24,2:35:20 PM,2.1,p,,"3100 196th St SW, Lynnwood, WA 98036, USA","20019 6 W, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_01_13_2024_12_00am_PST-01_14_2024_12_00am_PST.csv
1/13/24,2:53:01 PM,1/13/24,3:01:02 PM,3,p,,"20019 6 W, Lynnwood, WA 98036, USA","3100 196th St SW, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_01_13_2024_12_00am_PST-01_14_2024_12_00am_PST.csv
1/13/24,3:14:06 PM,1/13/24,3:21:24 PM,2.01,p,,"3100 196th St SW, Lynnwood, WA 98036, USA","20019 6 W, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_01_13_2024_12_00am_PST-01_14_2024_12_00am_PST.csv
1/13/24,5:13:39 PM,1/13/24,5:25:09 PM,6,p,,"20019 6 W, Lynnwood, WA 98036, USA","511 128th St SE, Everett, WA 98208, USA",2013 Toyota Prius (New),business_personal_trip_log_01_13_2024_12_00am_PST-01_14_2024_12_00am_PST.csv
1/13/24,6:40:06 PM,1/13/24,6:53:58 PM,6.03,p,,"511 128th St SE, Everett, WA 98208, USA","20019 6 W, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_01_13_2024_12_00am_PST-01_14_2024_12_00am_PST.csv
1/14/24,9:12:12 AM,1/14/24,9:21:21 AM,3.05,p,,"20019 6 W, Lynnwood, WA 98036, USA","1725 220th St SE, Bothell, WA 98021, USA",2013 Toyota Prius (New),business_personal_trip_log_01_14_2024_12_00am_PST-01_15_2024_12_00am_PST.csv
1/14/24,10:29:56 AM,1/14/24,10:41:14 AM,4,p,,"1725 220th St SE, Bothell, WA 98021, USA","16304 Bothell Everett Hwy, Mill Creek, WA 98012, USA",2013 Toyota Prius (New),business_personal_trip_log_01_14_2024_12_00am_PST-01_15_2024_12_00am_PST.csv
1/14/24,10:47:11 AM,1/14/24,10:55:24 AM,4.09,p,,"16320 Bothell-Everett Hwy, Bothell, WA 98012, USA","20019 6 W, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_01_14_2024_12_00am_PST-01_15_2024_12_00am_PST.csv
1/14/24,12:24:34 PM,1/14/24,12:34:53 PM,3,p,,"20012 6 W, Lynnwood, WA 98036, USA","3100 196th St SW, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_01_14_2024_12_00am_PST-01_15_2024_12_00am_PST.csv
1/14/24,12:45:03 PM,1/14/24,12:53:01 PM,2.1,p,,"3100 196th St SW, Lynnwood, WA 98036, USA","20019 6 W, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_01_14_2024_12_00am_PST-01_15_2024_12_00am_PST.csv
1/15/24,9:43:22 AM,1/15/24,10:00:14 AM,9.01,p,,"20019 6 W, Lynnwood, WA 98036, USA","10601 47th Pl W, Mukilteo, WA 98275, USA",2013 Toyota Prius (New),business_personal_trip_log_01_15_2024_12_00am_PST-01_16_2024_12_00am_PST.csv
1/15/24,11:33:35 AM,1/15/24,11:52:46 AM,7.1,p,,"4430 106th St SW, Mukilteo, WA 98275, USA","20019 6 W, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_01_15_2024_12_00am_PST-01_16_2024_12_00am_PST.csv
1/15/24,12:56:16 PM,1/15/24,1:10:47 PM,5.1,p,,"20019 6 W, Lynnwood, WA 98036, USA","20019 6 W, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_01_15_2024_12_00am_PST-01_16_2024_12_00am_PST.csv
1/15/24,1:44:17 PM,1/15/24,1:45:47 PM,0.11,p,,"20019 6 W, Lynnwood, WA 98036, USA","20019 6 W, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_01_15_2024_12_00am_PST-01_16_2024_12_00am_PST.csv
1/15/24,1:52:12 PM,1/15/24,1:58:32 PM,3.01,p,,"20019 6 W, Lynnwood, WA 98036, USA","2131 196th St SW, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_01_15_2024_12_00am_PST-01_16_2024_12_00am_PST.csv
1/15/24,2:05:09 PM,1/15/24,2:09:53 PM,2.1,p,,"2131 196th St SW, Lynnwood, WA 98036, USA","20019 6 W, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_01_15_2024_12_00am_PST-01_16_2024_12_00am_PST.csv
1/15/24,2:23:31 PM,1/15/24,2:30:50 PM,3,p,,"20019 6 W, Lynnwood, WA 98036, USA","2628 196th St SW, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_01_15_2024_12_00am_PST-01_16_2024_12_00am_PST.csv
1/15/24,2:32:50 PM,1/15/24,2:50:38 PM,11,p,,"3000 196th St SW, Lynnwood, WA 98036, USA","8825 Stone Ave N, Seattle, WA 98103, USA",2013 Toyota Prius (New),business_personal_trip_log_01_15_2024_12_00am_PST-01_16_2024_12_00am_PST.csv
1/15/24,2:59:04 PM,1/15/24,3:07:22 PM,3,b,,"8852 Stone Ave N, Seattle, WA 98103, USA","I-5, Seattle, WA 98125, USA",2013 Toyota Prius (New),business_personal_trip_log_01_15_2024_12_00am_PST-01_16_2024_12_00am_PST.csv
1/15/24,3:16:22 PM,1/15/24,3:36:49 PM,7.03,b,,"I-5, Seattle, WA 98125, USA","6524 NE 181st St, Kenmore, WA 98028, USA",2013 Toyota Prius (New),business_personal_trip_log_01_15_2024_12_00am_PST-01_16_2024_12_00am_PST.csv
1/15/24,3:58:30 PM,1/15/24,4:24:19 PM,5,b,,"6524 NE 181st St, Kenmore, WA 98028, USA","8006 NE 178th Ln, Kenmore, WA 98028, USA",2013 Toyota Prius (New),business_personal_trip_log_01_15_2024_12_00am_PST-01_16_2024_12_00am_PST.csv
1/15/24,4:46:56 PM,1/15/24,5:17:43 PM,10.01,b,,"8006 NE 178th Ln, Kenmore, WA 98028, USA","1222 164th St SW, Lynnwood, WA 98087, USA",2013 Toyota Prius (New),business_personal_trip_log_01_15_2024_12_00am_PST-01_16_2024_12_00am_PST.csv
1/15/24,5:22:11 PM,1/15/24,5:22:27 PM,0,b,,"1222 164th St SW, Lynnwood, WA 98087, USA","1222 164th St SW, Lynnwood, WA 98087, USA",2013 Toyota Prius (New),business_personal_trip_log_01_15_2024_12_00am_PST-01_16_2024_12_00am_PST.csv
1/15/24,5:50:44 PM,1/15/24,5:59:48 PM,3,b,,"1222 164th St SW, Lynnwood, WA 98087, USA","20019 6 W, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_01_15_2024_12_00am_PST-01_16_2024_12_00am_PST.csv
1/16/24,10:36:32 AM,1/16/24,10:50:28 AM,7.02,p,,"20019 6 W, Lynnwood, WA 98036, USA","12908 Mukilteo Speedway, Lynnwood, WA 98087, USA",2013 Toyota Prius (New),business_personal_trip_log_01_16_2024_12_00am_PST-01_17_2024_12_00am_PST.csv
1/16/24,10:54:09 AM,1/16/24,11:01:20 AM,2.02,p,,"12909 Mukilteo Speedway, Lynnwood, WA 98087, USA","4500 Harbour Pointe Blvd, Mukilteo, WA 98275, USA",2013 Toyota Prius (New),business_personal_trip_log_01_16_2024_12_00am_PST-01_17_2024_12_00am_PST.csv
1/16/24,1:09:11 PM,1/16/24,1:21:10 PM,5.02,p,,"10601 47th Pl W, Mukilteo, WA 98275, USA","18133 33rd Ave W, Lynnwood, WA 98037, USA",2013 Toyota Prius (New),business_personal_trip_log_01_16_2024_12_00am_PST-01_17_2024_12_00am_PST.csv
1/16/24,1:23:34 PM,1/16/24,1:24:46 PM,0,p,,"18133 33rd Ave W, Lynnwood, WA 98037, USA","3101 184th St SW, Lynnwood, WA 98037, USA",2013 Toyota Prius (New),business_personal_trip_log_01_16_2024_12_00am_PST-01_17_2024_12_00am_PST.csv
1/16/24,1:30:20 PM,1/16/24,1:36:36 PM,1,p,,"3101 184th St SW, Lynnwood, WA 98037, USA","18133 33 W, Lynnwood, WA 98037, USA",2013 Toyota Prius (New),business_personal_trip_log_01_16_2024_12_00am_PST-01_17_2024_12_00am_PST.csv
1/16/24,1:38:51 PM,1/16/24,1:54:59 PM,3.03,b,,"18133 33 W, Lynnwood, WA 98037, USA","18415 33rd Ave W, Lynnwood, WA 98037, USA",2013 Toyota Prius (New),business_personal_trip_log_01_16_2024_12_00am_PST-01_17_2024_12_00am_PST.csv
1/16/24,2:17:14 PM,1/16/24,3:14:06 PM,27.02,b,,"18415 33rd Ave W, Lynnwood, WA 98037, USA","10200 1st Ave NE, Seattle, WA 98125, USA",2013 Toyota Prius (New),business_personal_trip_log_01_16_2024_12_00am_PST-01_17_2024_12_00am_PST.csv
1/16/24,3:30:22 PM,1/16/24,3:59:12 PM,12.1,b,,"10200 1st Ave NE, Seattle, WA 98125, USA","20019 6 W, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_01_16_2024_12_00am_PST-01_17_2024_12_00am_PST.csv
1/17/24,10:17:40 AM,1/17/24,10:34:21 AM,8,p,,"608 200th Pl SW, Lynnwood, WA 98036, USA","10601 47th Pl W, Mukilteo, WA 98275, USA",2013 Toyota Prius (New),business_personal_trip_log_01_17_2024_12_00am_PST-01_18_2024_12_00am_PST.csv
1/17/24,12:04:48 PM,1/17/24,12:21:22 PM,8.1,p,,"10601 47th Pl W, Mukilteo, WA 98275, USA","20019 6 W, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_01_17_2024_12_00am_PST-01_18_2024_12_00am_PST.csv
1/17/24,1:39:54 PM,1/17/24,1:51:19 PM,4,p,,"20019 6 W, Lynnwood, WA 98036, USA","3000 184th St SW, Lynnwood, WA 98037, USA",2013 Toyota Prius (New),business_personal_trip_log_01_17_2024_12_00am_PST-01_18_2024_12_00am_PST.csv
1/17/24,2:18:45 PM,1/17/24,2:22:11 PM,0,p,,"3000 184th St SW, Lynnwood, WA 98037, USA","18109 33rd Ave W, Lynnwood, WA 98037, USA",2013 Toyota Prius (New),business_personal_trip_log_01_17_2024_12_00am_PST-01_18_2024_12_00am_PST.csv
1/17/24,3:04:50 PM,1/17/24,3:10:17 PM,1,p,,"18109 33rd Ave W, Lynnwood, WA 98037, USA","2608 196th St SW, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_01_17_2024_12_00am_PST-01_18_2024_12_00am_PST.csv
1/17/24,3:13:54 PM,1/17/24,3:21:37 PM,1.07,p,,"2608 196th St SW, Lynnwood, WA 98036, USA","4114 198th St SW, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_01_17_2024_12_00am_PST-01_18_2024_12_00am_PST.csv
1/17/24,4:21:33 PM,1/17/24,4:31:30 PM,3.1,p,,"4114 198th St SW, Lynnwood, WA 98036, USA","20019 6 W, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_01_17_2024_12_00am_PST-01_18_2024_12_00am_PST.csv
1/18/24,10:14:15 AM,1/18/24,10:33:19 AM,8.02,p,,"20019 6 W, Lynnwood, WA 98036, USA","10601 47th Pl W, Mukilteo, WA 98275, USA",2013 Toyota Prius (New),business_personal_trip_log_01_18_2024_12_00am_PST-01_19_2024_12_00am_PST.csv
1/18/24,12:37:24 PM,1/18/24,1:24:57 PM,19,b,,"10601 47th Pl W, Mukilteo, WA 98275, USA","1121 N 205th St, Shoreline, WA 98133, USA",2013 Toyota Prius (New),business_personal_trip_log_01_18_2024_12_00am_PST-01_19_2024_12_00am_PST.csv
1/18/24,1:32:31 PM,1/18/24,2:03:25 PM,9,b,,"1121 N 205th St, Shoreline, WA 98133, USA","19820 44th Ave W, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_01_18_2024_12_00am_PST-01_19_2024_12_00am_PST.csv
1/18/24,2:06:01 PM,1/18/24,2:06:33 PM,0.03,b,,"19808 44th Ave W, Lynnwood, WA 98036, USA","19808 44th Ave W, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_01_18_2024_12_00am_PST-01_19_2024_12_00am_PST.csv
1/18/24,2:28:12 PM,1/18/24,2:46:54 PM,5.01,b,,"19720 44th Ave W, Lynnwood, WA 98036, USA","16327 Ash Way, Lynnwood, WA 98087, USA",2013 Toyota Prius (New),business_personal_trip_log_01_18_2024_12_00am_PST-01_19_2024_12_00am_PST.csv
1/18/24,2:50:37 PM,1/18/24,2:53:35 PM,0,b,,"16327 Ash Way, Lynnwood, WA 98087, USA","16108 Ash Way, Lynnwood, WA 98087, USA",2013 Toyota Prius (New),business_personal_trip_log_01_18_2024_12_00am_PST-01_19_2024_12_00am_PST.csv
1/18/24,2:56:53 PM,1/18/24,3:51:48 PM,20.1,b,,"16108 Ash Way, Lynnwood, WA 98087, USA","20013 6th Pl W, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_01_18_2024_12_00am_PST-01_19_2024_12_00am_PST.csv
1/19/24,10:20:14 AM,1/19/24,10:53:01 AM,23,p,,"20012 6 W, Lynnwood, WA 98036, USA","4502 35th Ave SW, Seattle, WA 98126, USA",2013 Toyota Prius (New),business_personal_trip_log_01_19_2024_12_00am_PST-01_20_2024_12_00am_PST.csv
1/19/24,3:09:57 PM,1/19/24,3:11:36 PM,0.03,p,,"4502 35th Ave SW, Seattle, WA 98126, USA","4422 35th Ave SW, Seattle, WA 98126, USA",2013 Toyota Prius (New),business_personal_trip_log_01_19_2024_12_00am_PST-01_20_2024_12_00am_PST.csv
1/19/24,3:46:39 PM,1/19/24,4:28:03 PM,21.07,p,,"4422 35th Ave SW, Seattle, WA 98126, USA","20019 6th Pl W, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_01_19_2024_12_00am_PST-01_20_2024_12_00am_PST.csv
1/20/24,9:10:35 AM,1/20/24,9:27:03 AM,6.01,b,,"20019 6 W, Lynnwood, WA 98036, USA","21911 64th Ave W, Mountlake Terrace, WA 98043, USA",2013 Toyota Prius (New),business_personal_trip_log_01_20_2024_12_00am_PST-01_21_2024_12_00am_PST.csv
1/20/24,9:33:45 AM,1/20/24,9:40:00 AM,2,b,,"21909 64th Ave W, Mountlake Terrace, WA 98043, USA","21420 Highway 99, Edmonds, WA 98026, USA",2013 Toyota Prius (New),business_personal_trip_log_01_20_2024_12_00am_PST-01_21_2024_12_00am_PST.csv
1/20/24,10:06:58 AM,1/20/24,10:25:54 AM,4,b,,"21420 Highway 99, Edmonds, WA 98026, USA","4610 200th St SW, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_01_20_2024_12_00am_PST-01_21_2024_12_00am_PST.csv
1/20/24,10:51:03 AM,1/20/24,11:03:21 AM,3.01,b,,"4610 200th St SW, Lynnwood, WA 98036, USA","3000 184th St SW, Lynnwood, WA 98037, USA",2013 Toyota Prius (New),business_personal_trip_log_01_20_2024_12_00am_PST-01_21_2024_12_00am_PST.csv
1/20/24,11:09:02 AM,1/20/24,11:09:58 AM,0,b,,"3000 184th St SW, Lynnwood, WA 98037, USA","18725 33rd Ave W, Lynnwood, WA 98037, USA",2013 Toyota Prius (New),business_personal_trip_log_01_20_2024_12_00am_PST-01_21_2024_12_00am_PST.csv
1/20/24,11:47:33 AM,1/20/24,12:05:12 PM,3,b,,"18725 33rd Ave W, Lynnwood, WA 98037, USA","2502 196th St SW, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_01_20_2024_12_00am_PST-01_21_2024_12_00am_PST.csv
1/20/24,12:19:15 PM,1/20/24,12:24:46 PM,2.01,b,,"2502 196th St SW, Lynnwood, WA 98036, USA","20025 6 W, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_01_20_2024_12_00am_PST-01_21_2024_12_00am_PST.csv
1/20/24,2:10:59 PM,1/20/24,2:21:55 PM,5.02,p,,"20025 6 W, Lynnwood, WA 98036, USA","21204 61st Pl W, Mountlake Terrace, WA 98043, USA",2013 Toyota Prius (New),business_personal_trip_log_01_20_2024_12_00am_PST-01_21_2024_12_00am_PST.csv
1/20/24,2:24:16 PM,1/20/24,2:33:11 PM,4.06,p,,"21204 61st Pl W, Mountlake Terrace, WA 98043, USA","20025 6 W, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_01_20_2024_12_00am_PST-01_21_2024_12_00am_PST.csv
1/20/24,9:01:13 PM,1/20/24,9:01:32 PM,0,p,,"20019 6 W, Lynnwood, WA 98036, USA","20019 6 W, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_01_20_2024_12_00am_PST-01_21_2024_12_00am_PST.csv
1/21/24,9:41:02 AM,1/21/24,9:57:36 AM,6.02,p,,"20019 6 W, Lynnwood, WA 98036, USA","14616 35th Ave SE, Mill Creek, WA 98012, USA",2013 Toyota Prius (New),business_personal_trip_log_01_21_2024_12_00am_PST-01_22_2024_12_00am_PST.csv
1/21/24,11:10:42 AM,1/21/24,11:18:55 AM,2,p,,"14616 35th Ave SE, Mill Creek, WA 98012, USA","16304 Bothell Everett Hwy, Mill Creek, WA 98012, USA",2013 Toyota Prius (New),business_personal_trip_log_01_21_2024_12_00am_PST-01_22_2024_12_00am_PST.csv
1/21/24,11:27:29 AM,1/21/24,11:37:43 AM,3.1,p,,"16232 Bothell Everett Hwy, Mill Creek, WA 98012, USA","20019 6 W, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_01_21_2024_12_00am_PST-01_22_2024_12_00am_PST.csv
1/21/24,12:28:32 PM,1/21/24,12:36:26 PM,2,b,,"20019 6 W, Lynnwood, WA 98036, USA","2617 196th St SW, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_01_21_2024_12_00am_PST-01_22_2024_12_00am_PST.csv
1/21/24,12:42:14 PM,1/21/24,12:56:54 PM,3.01,b,,"2617 196th St SW, Lynnwood, WA 98036, USA","4725 196th St SW, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_01_21_2024_12_00am_PST-01_22_2024_12_00am_PST.csv
1/21/24,1:31:05 PM,1/21/24,1:31:38 PM,1.01,b,,"4725 196th St SW, Lynnwood, WA 98036, USA","4615 196th St SW, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_01_21_2024_12_00am_PST-01_22_2024_12_00am_PST.csv
1/21/24,1:37:12 PM,1/21/24,1:44:04 PM,1,b,,"4615 196th St SW, Lynnwood, WA 98036, USA","18133 33rd Ave W, Lynnwood, WA 98037, USA",2013 Toyota Prius (New),business_personal_trip_log_01_21_2024_12_00am_PST-01_22_2024_12_00am_PST.csv
1/21/24,1:46:20 PM,1/21/24,1:47:15 PM,0.01,b,,"18133 33rd Ave W, Lynnwood, WA 98037, USA","18133 33rd Ave W, Lynnwood, WA 98037, USA",2013 Toyota Prius (New),business_personal_trip_log_01_21_2024_12_00am_PST-01_22_2024_12_00am_PST.csv
1/21/24,2:22:26 PM,1/21/24,3:10:43 PM,9.01,b,,"18133 33rd Ave W, Lynnwood, WA 98037, USA","19805 48th Ave W, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_01_21_2024_12_00am_PST-01_22_2024_12_00am_PST.csv
1/21/24,3:29:37 PM,1/21/24,3:44:36 PM,6,b,,"19805 48th Ave W, Lynnwood, WA 98036, USA","22010 Oak Way, Brier, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_01_21_2024_12_00am_PST-01_22_2024_12_00am_PST.csv
1/21/24,3:47:07 PM,1/21/24,4:12:48 PM,10.01,b,,"22010 Oak Way, Brier, WA 98036, USA","20019 6 W, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_01_21_2024_12_00am_PST-01_22_2024_12_00am_PST.csv
1/21/24,4:25:01 PM,1/21/24,5:01:00 PM,27.12,p,,"20019 6 W, Lynnwood, WA 98036, USA","16726 45th Rd, Arlington, WA 98223, USA",2013 Toyota Prius (New),business_personal_trip_log_01_21_2024_12_00am_PST-01_22_2024_12_00am_PST.csv
1/21/24,8:51:55 PM,1/21/24,9:06:25 PM,8.01,p,,"16726 45th Rd, Arlington, WA 98223, USA","9804 79th Dr NE, Marysville, WA 98270, USA",2013 Toyota Prius (New),business_personal_trip_log_01_21_2024_12_00am_PST-01_22_2024_12_00am_PST.csv
1/22/24,12:00:07 AM,1/22/24,12:04:34 AM,2.1,p,,"17029 North Rd, Bothell, WA 98012, USA","20031 6 W, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_01_22_2024_12_00am_PST-01_23_2024_12_00am_PST.csv
1/22/24,9:24:02 AM,1/22/24,9:38:32 AM,8.01,p,,"20019 6 W, Lynnwood, WA 98036, USA","10601 47th Pl W, Mukilteo, WA 98275, USA",2013 Toyota Prius (New),business_personal_trip_log_01_22_2024_12_00am_PST-01_23_2024_12_00am_PST.csv
1/22/24,11:31:03 AM,1/22/24,11:45:51 AM,8.1,p,,"10601 47th Pl W, Mukilteo, WA 98275, USA","20019 6 W, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_01_22_2024_12_00am_PST-01_23_2024_12_00am_PST.csv
1/22/24,2:33:34 PM,1/22/24,2:52:00 PM,5.01,b,,"20019 6 W, Lynnwood, WA 98036, USA","3611 196th St SW, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_01_22_2024_12_00am_PST-01_23_2024_12_00am_PST.csv
1/22/24,2:54:00 PM,1/22/24,2:58:22 PM,0.01,b,,"4028 196th St SW, Lynnwood, WA 98036, USA","19800 44th Ave W, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_01_22_2024_12_00am_PST-01_23_2024_12_00am_PST.csv
1/22/24,3:18:18 PM,1/22/24,3:20:18 PM,0,b,,"19800 44th Ave W, Lynnwood, WA 98036, USA","19800 44th Ave W, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_01_22_2024_12_00am_PST-01_23_2024_12_00am_PST.csv
1/22/24,3:57:54 PM,1/22/24,4:08:20 PM,3.04,b,,"19800 44th Ave W, Lynnwood, WA 98036, USA","20700 44th Ave W, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_01_22_2024_12_00am_PST-01_23_2024_12_00am_PST.csv
1/22/24,4:13:05 PM,1/22/24,4:22:50 PM,1.01,b,,"20700 44th Ave W, Lynnwood, WA 98036, USA","4311 212th St SW, Mountlake Terrace, WA 98043, USA",2013 Toyota Prius (New),business_personal_trip_log_01_22_2024_12_00am_PST-01_23_2024_12_00am_PST.csv
1/22/24,4:28:53 PM,1/22/24,4:45:30 PM,5,b,,"4301 212th St SW, Mountlake Terrace, WA 98043, USA","19401 Alderwood Mall Pkwy, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_01_22_2024_12_00am_PST-01_23_2024_12_00am_PST.csv
1/22/24,4:48:40 PM,1/22/24,5:01:45 PM,3.01,b,,"19401 Alderwood Mall Pkwy, Lynnwood, WA 98036, USA","21011 44th Ave W, Mountlake Terrace, WA 98043, USA",2013 Toyota Prius (New),business_personal_trip_log_01_22_2024_12_00am_PST-01_23_2024_12_00am_PST.csv
1/22/24,5:05:17 PM,1/22/24,5:17:48 PM,2.01,b,,"21011 44th Ave W, Mountlake Terrace, WA 98043, USA","19808 44th Ave W, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_01_22_2024_12_00am_PST-01_23_2024_12_00am_PST.csv
1/22/24,5:20:01 PM,1/22/24,5:30:01 PM,2,b,,"19808 44th Ave W, Lynnwood, WA 98036, USA","19324 40th Ave W, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_01_22_2024_12_00am_PST-01_23_2024_12_00am_PST.csv
